1,17,-41.114261864919094,-113.70179215898317
2,94,36.64894996416453,162.97154772043115
3,8,9.26999532964993,150.3423792486841
4,35,-73.00647529769708,-6.090413043809633
5,42,-48.35873688732132,-145.48076187677202
6,33,81.40550348810692,-132.29944799069278
7,27,54.39390665658672,16.65996089054792
8,95,-22.166762369258734,130.47653861328808
9,17,-44.08268878335591,126.27321777857298
10,82,85.03379128087622,122.1168643083974
11,33,-4.034147430624174,127.75949179588292
12,30,59.58850278668285,-134.59238762154115
13,29,-86.75720124879027,2.2151914564476556
14,99,77.77780432932744,107.30428379172395
15,65,31.28983344073913,110.07660949654172
16,4,-30.313033835920308,156.8865019623097
17,94,86.10763944829534,-50.23399201779901
18,34,78.90134708595954,-29.20617036740427
19,66,-81.84566824365038,1.3921849109106574
20,60,0.26705083538553254,-33.540350242154915
21,90,41.894054113411784,134.74223291185956
22,48,35.10364285536565,-80.25225162547459
23,8,19.40694952888981,-42.55700099398504
24,5,43.09500762341554,87.48208240857508
25,29,-58.635175781688304,70.59960631461666
26,24,-75.57373279728564,77.57304150463216
27,98,-60.529844514327245,-144.93265591129548
28,63,-65.5521558271607,1.4765728288694504
29,4,-74.67836752986486,-171.22541094187798
30,83,-8.879776116707035,-9.582497894562152
31,84,45.04454764689015,-13.918487640598158
32,82,-26.57997886542612,-151.54452346858375
33,7,-66.30033584469919,1.4904721734514226
34,28,24.41584196463721,146.22158753758202
35,70,-52.580996541890464,107.87921906693214
36,63,-29.33361805455945,-10.158372230004176
37,97,72.04154330849988,18.827583408443303
38,68,-78.5608388700645,133.2138689337379
39,91,21.68637247538834,-142.46458171790812
40,55,65.8890613507921,27.349806601502138
41,3,-28.324066400811752,59.40691944858668
42,17,-8.924043090605537,-117.59793076554546
43,46,32.427925442289165,22.98978296838166
44,67,34.545371775557385,168.6902075319116
45,31,-64.23257925211932,51.01464268591869
46,9,-79.03004683102647,-7.937362995658134
47,83,-37.446879122479366,136.81637792976875
48,29,-79.594337740452,-70.71178711974363
49,47,40.68816803699238,82.62902578953276
50,93,-44.21054122480785,-142.21328984913572
51,68,61.815083192984304,11.423384100967809
52,82,-7.00099011287044,132.97646835880136
53,97,-71.21322342562516,48.098330801753235
54,79,-32.01290452679917,-58.687400495742395
55,48,-33.53752314417314,-48.774467692163654
56,42,-76.6989714170268,-131.44783114669093
57,40,-66.80362702457211,46.02109969018977
58,60,64.45071357661479,-82.61273222448412
59,72,-60.2236329993603,-133.85694139130257
60,97,23.001036244070875,73.6804602653961
61,47,38.24747513267752,105.86543090191248
62,95,11.405028258256692,-154.91251034207255
63,8,-12.87424445291444,20.037975426153025
64,19,55.55157049726435,-95.96370048066105
65,54,21.22508819436399,132.01318146839571
